,Radix Sort(Base 10),Radix Sort(Base 2^16),Merge Sort,Shell Sort,Shell Sort Knuth's Sequence,Quick Sort(Median of Three),Quick Sort(Median of Five),Quick Sort(Median of Seven),Heap Sort,STL Sort
635000,216969,76989,75021,40998
636000,217965,74989,74994,46987
637000,217970,75942,76031,41952
638000,228972,73989,74991,42995
639000,217976,76989,74996,41981
640000,240968,75939,75994,44948
641000,216968,76996,74990,42041
642000,231919,77031,79959,47950
643000,224925,83989,77029,41006
644000,222974,76989,77036,41996
645000,227969,84003,89986,49998
646000,244015,76947,78989,41998
647000,226971,76989,77987,43997
648000,226021,77035,80989,41000
649000,233963,78978,76984,41010
650000,220974,77990,79979,42008
651000,221929,75983,76988,42042
652000,247012,77944,80018,42015
653000,223023,75994,79987,43002
654000,221971,81989,80979,43996
655000,229965,78971,78989,44041
656000,227976,81964,80033,42950
657000,234019,76986,77991,44987
658000,249955,83996,79998,42000
659000,231967,77991,78991,44043
660000,267915,80989,78993,42994
661000,228978,77996,83993,42989
662000,234016,79995,77986,44004
663000,226023,77993,81993,42995
664000,253969,78993,80991,45043
665000,229632,80994,78986,42993
666000,230968,78951,78990,50991
667000,230011,83985,77983,42998
668000,228922,77985,77990,45994
669000,227934,79040,78988,42988
670000,245966,78985,82941,43991
671000,233918,77989,78988,43994
672000,242979,79942,84985,43993
673000,235018,79043,80043,42994
674000,233020,82946,80039,42999
675000,247016,78943,81037,45946
676000,242967,82029,80946,43990
677000,238926,79992,81987,43994
678000,253016,80989,107986,44997
679000,233505,83990,78939,43994
680000,235229,78997,79994,49980
681000,237934,80040,79989,44946
682000,245013,78995,81990,45997
683000,236975,84045,82990,43993
684000,234025,82984,81002,43992
685000,242968,79985,80973,47995
686000,237914,80038,80989,45043
687000,236931,79994,98988,46034
688000,240919,79988,80987,43994
689000,236980,85039,80981,44954
690000,236916,80989,82038,47996
691000,234918,83049,81989,44010
692000,245918,81985,84988,44992
693000,239968,97987,82039,45052
694000,247969,86987,81987,47993
695000,240917,81988,85986,44996
696000,266946,81989,81988,44994
697000,239967,82990,81940,45996
698000,244008,82982,85985,45997
699000,254919,81031,82943,46991
700000,239014,85983,82939,45995
701000,243013,81945,82989,48995
702000,242900,83985,83993,45996
703000,245917,84989,84989,46043
704000,262968,83999,85047,57956
705000,251018,81943,83990,46994
706000,246227,83945,84024,46000
707000,253974,83989,83993,48005
708000,244962,83038,82993,45993
709000,243976,83986,84985,45991
710000,265965,98030,84947,48992
711000,247047,83987,84997,46999
712000,256012,86941,85989,45994
713000,244971,82989,83987,49991
714000,246001,84001,86936,47989
715000,255011,85941,88033,47985
716000,260946,84988,88038,47000
717000,250963,86002,84944,47994
718000,242983,85985,86000,45998
719000,247927,84989,90984,48995
720000,255595,87948,85993,47926
721000,250965,96018,87982,47986
722000,253966,88945,91989,47964
723000,258951,85938,84956,48993
724000,251926,90041,85987,45993
725000,248966,83991,87955,45990
726000,268929,84986,86024,55037
727000,266978,85938,85989,46993
728000,258037,89936,86014,47002
729000,270965,86990,91989,46994
730000,254025,84995,85983,47010
731000,267010,85996,85023,47998
732000,254949,97953,90988,49993
733000,259013,88945,89036,73960
734000,257974,85990,87987,48995
735000,269011,87984,86988,48042
736000,256972,86995,88994,47951
737000,256014,88013,87944,59993
738000,254966,89027,87994,49002
739000,262915,86989,91987,48993
740000,258965,86988,86987,50993
741000,255969,87986,86986,48042
742000,250975,89985,86995,48001
743000,271965,86988,91982,48993
744000,266967,86985,86987,52038
745000,257002,86989,86620,49943
746000,256975,87942,88040,49999
747000,256964,87987,93943,49983
748000,256971,102940,93035,57947
749000,264917,89041,86993,50995
750000,257019,92981,88053,48972
751000,260960,87035,94945,49991
752000,260009,88988,87993,49007
753000,255341,90940,88987,49993
754000,264967,88989,90983,48993
755000,273014,88994,92939,48993
756000,270961,89987,90005,49946
757000,260957,89026,90951,51295
758000,281958,93002,91940,50992
759000,279017,95939,91031,48998
760000,262960,88946,92033,49948
761000,265963,87996,89987,48996
762000,259916,91988,90986,50993
763000,275009,89937,91989,50004
764000,294978,90982,93987,50993
765000,264018,87991,90980,50946
766000,265967,90032,91990,50995
767000,322272,94008,91995,51962
768000,266951,92945,94982,51992
769000,286015,95987,93996,50931
770000,315962,93942,90038,49998
771000,267929,88989,95992,50996
772000,279206,89987,91979,52948
773000,268022,91995,91985,50042
774000,287012,95939,90964,50993
775000,288276,93988,92986,51090
776000,268964,90985,96986,50038
777000,268970,90992,90990,53982
778000,277962,89944,90969,50989
779000,264973,108984,92985,50990
780000,271067,96942,95032,50011
781000,269965,90993,92989,51995
782000,273973,93992,92943,52992
783000,272962,91986,92037,50991
784000,348922,177961,163267,72991
785000,359952,131978,121023,66994
786000,324950,93978,93990,50975
787000,272968,99049,111955,62940
788000,337991,108953,126986,63991
789000,299960,91947,92988,51004
790000,278958,92006,94984,51007
791000,272013,95995,119989,51990
792000,272995,96941,96988,53044
793000,283973,107975,98982,51993
794000,277011,92994,97989,51981
795000,273917,118030,94996,56042
796000,276016,94946,93992,53994
797000,276946,93019,94987,53990
798000,272008,112988,96993,52990
799000,270013,98993,94942,54040
800000,277969,97944,104990,59024
801000,278967,94939,114034,52996
802000,273970,92987,96991,51605
803000,280012,106982,98987,54043
804000,287909,93986,107043,60940
805000,284961,95996,95945,71950
806000,289803,99993,122937,56989
